s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
627.3927187,31.3262899,-224.5221974,0.8099672,0.020021,21.2798258,2.6508736
629.3907847,29.8521293,-223.1734925,0.8495001,0.0195522,21.5272903,2.6494002
631.3888507,28.3263469,-221.8833522,0.8881247,0.0191122,21.771807,2.6443383
633.3869167,26.7527101,-220.6526298,0.9258786,0.0186845,22.0131485,2.6430413
635.3849827,25.133969,-219.4813191,0.962809,0.0182816,22.2517561,2.6385646
637.3830487,23.4735459,-218.3699278,0.9989507,0.0178982,22.4874343,2.6331085
639.3811146,21.7746216,-217.3187272,1.0343428,0.0175328,22.7201881,2.6268038
641.3791806,20.0397235,-216.3275713,1.0690296,0.0171885,22.9500328,2.6175552
643.3772466,18.2718618,-215.396605,1.1030442,0.0168622,23.1768009,2.6064919
645.3753126,16.4737329,-214.5257672,1.1364239,0.0165531,23.400427,2.5936055
647.3733786,14.647649,-213.7148114,1.1692061,0.0162621,23.6208462,2.5779635
649.3714446,12.7962494,-212.9636407,1.2014199,0.0159858,23.8379164,2.5609505
651.3695105,10.9218409,-212.2719975,1.2330994,0.0157278,24.0516144,2.5402077
653.3675765,9.0265138,-211.6395589,1.2642821,0.0154849,24.2617221,2.5172273
655.3656425,7.1126048,-211.0660802,1.2949841,0.0152498,24.4681493,2.4959229
657.3637085,5.1821015,-210.5511836,1.3252441,0.0150468,24.6711242,2.4611522
659.3617745,3.2369462,-210.0945457,1.3551275,0.0148773,24.8696493,-1.745531
661.3598405,1.2791114,-209.6959635,1.3847568,0.0147834,24.729013,-3.3280949
663.3579064,-0.6896934,-209.3553778,1.4142223,0.0147162,24.4586299,-3.55668
665.3559724,-2.6675797,-209.0728399,1.4435783,0.0146689,24.1663323,-3.783592
667.3540384,-4.6529391,-208.8483718,1.4728274,0.0146095,23.8514545,-4.0261305
669.3521044,-6.6439155,-208.6819317,1.5019066,0.0144603,23.5117616,-4.3323098
671.3501704,-8.6389789,-208.5730655,1.5305907,0.0142862,23.1406666,-4.6805518
673.3482364,-10.636256,-208.5214942,1.5594915,0.0146456,22.7329354,-4.5688444
675.3463023,-12.6341084,-208.5284838,1.5893995,0.0155312,22.327755,-4.1871611
677.3443683,-14.6310737,-208.5975281,1.6217535,0.0168411,21.9498564,-4.0817172
679.3424343,-16.6239622,-208.7333384,1.6561884,0.0176358,21.5751041,-4.0168086
681.3405003,-18.6112852,-208.9393066,1.6921991,0.0183878,21.1998448,-3.9813778
683.3385663,-20.5900902,-209.2181999,1.729674,0.0191214,20.8212225,-3.9213264
685.3366322,-22.5561303,-209.5724083,1.7687007,0.0199588,20.4414571,-3.8672965
687.3346982,-24.5068995,-210.0048226,1.8094569,0.0208355,20.0598839,-3.8199924
689.3327642,-26.4378644,-210.5180429,1.8519988,0.0217547,19.6757147,-3.7631452
691.3308302,-28.3445799,-211.1146866,1.8964597,0.0227614,19.2897829,-3.688917
693.3288962,-30.222225,-211.7974284,1.9430078,0.0238823,18.9038177,-3.5717963
695.3269622,-32.0651068,-212.5689966,1.9920229,0.0251912,18.5224446,-3.4520832
697.3250281,-33.8669174,-213.4323805,2.0437335,0.0265839,18.1462386,-3.3261326
699.3230941,-35.620194,-214.3901632,2.0983229,0.0280744,17.7762288,-3.1896252
701.3211601,-37.3169448,-215.4447418,2.1560019,0.0296784,17.4140215,-3.0388754
703.3192261,-38.9483493,-216.5981733,2.2170074,0.0314082,17.0617818,-2.8652269
705.3172921,-40.5038877,-217.851456,2.281613,0.0332895,16.7228758,-2.6514698
707.3153581,-41.9727411,-219.2055058,2.350177,0.0353703,16.4030165,-2.4859103
709.313424,-43.3425046,-220.660057,2.4228781,0.0373412,16.0973577,-2.3216899
711.31149,-44.599527,-222.2121752,2.4995289,0.0393619,15.8065539,-2.2009694
713.309556,-45.7310932,-223.8586636,2.5800454,0.0412761,15.5258424,-2.0006603
715.307622,-46.7230289,-225.5927775,2.6647174,0.0435301,15.2662006,-1.706728
717.305688,-47.5600356,-227.4055413,2.7541985,0.0461228,15.0411625,-1.2678593
719.303754,-48.2268321,-229.2885397,2.8493257,0.0491494,14.8717866,-0.6951429
721.3018199,-48.7056874,-231.2277383,2.9507438,0.052389,14.7780971,-0.136155
723.2998859,-48.9789548,-233.2054343,3.0590049,0.0550843,14.7596768,-0.136155
725.2979519,-49.0388211,-235.2019726,-3.1213475,0.0479198,14.7412335,1.4510234
727.2960179,-48.9075088,-237.1949644,-3.0327629,0.0404189,14.9366143,2.8430105
729.2940839,-48.615915,-239.1709973,-2.9600872,0.0324094,15.3122008,4.2546427
731.2921499,-48.1966285,-241.1244285,-2.9026781,0.0250682,15.8576671,5.142834
733.2902158,-47.6798172,-243.0549761,-2.8597287,0.0179743,16.4929394,5.1299893
735.2882818,-47.0943113,-244.9646993,-2.8307914,0.010999,17.1031332,5.1171768
737.2863478,-46.4664717,-246.8627286,-2.8158315,0.0039511,17.6908473,5.1043962
739.2844138,-45.8238858,-248.7551876,-2.815066,-0.0032062,18.2582562,-8.6979899
741.2824798,-45.1941405,-250.6497258,-2.8287263,-0.0105032,17.2802084,-7.340271
743.2805458,-44.6035811,-252.5595045,-2.8571294,-0.0179299,16.4095372,-5.8445264
745.2786117,-44.0824352,-254.4870935,-2.9005361,-0.0256557,15.6817541,-4.5091068
747.2766777,-43.6606178,-256.439075,-2.9595903,-0.0334944,15.0963051,-3.1512743
749.2747437,-43.3707383,-258.4134157,-3.0347734,-0.0417235,14.6732927,-1.699576
751.2728097,-43.2459873,-260.4043173,-3.126025,-0.0500242,14.4400065,-0.1299964
753.2708757,-43.320875,-262.40399,3.0483597,-0.0576939,14.4220077,-0.1299964
755.2689417,-43.6194949,-264.3759602,2.9346001,-0.0566225,14.4039864,0.1225899
757.2670076,-44.1396799,-266.3053027,2.8227406,-0.0541542,14.4209815,0.6078675
759.2650736,-44.8659004,-268.1684692,2.7183929,-0.050325,14.5049587,1.2804253
761.2631396,-45.7735832,-269.9460046,2.6218118,-0.0465201,14.6802784,1.839736
763.2612056,-46.8437413,-271.6334617,2.5320619,-0.0433845,14.9285767,2.1919311
765.2592716,-48.0560489,-273.2216921,2.4480797,-0.040736,15.2191212,2.4198997
767.2573376,-49.3932255,-274.7056959,2.3691045,-0.0383473,15.5335729,2.5962934
769.2554035,-50.8404206,-276.0831531,2.2946152,-0.0362407,15.8640165,2.7221193
771.2534695,-52.3832901,-277.3520536,2.2241507,-0.0343302,16.2032394,2.8226827
773.2515355,-54.0099332,-278.5124452,2.1573087,-0.0325745,16.5476518,2.9091504
775.2496015,-55.7081339,-279.564223,2.0938775,-0.0309247,16.8952694,2.9941214
777.2476675,-57.4683919,-280.5093341,2.0337501,-0.0292752,17.245725,3.1072388
779.2457335,-59.2811096,-281.3499803,1.9768328,-0.0276796,17.6020444,3.2303385
781.2437994,-61.1366336,-282.0887683,1.9231076,-0.0261272,17.9649889,3.3659739
783.2418654,-63.0292962,-282.7301032,1.8724097,-0.0246142,18.3355312,3.5148004
785.2399314,-64.9508602,-283.2774848,1.8246951,-0.0231472,18.7146282,3.6741048
787.2379974,-66.8947394,-283.7352286,1.7799096,-0.0217064,19.1028667,3.8508449
789.2360634,-68.8583143,-284.1085973,1.7379756,-0.0202539,19.5014872,4.059595
791.2341294,-70.8345765,-284.4020601,1.6989026,-0.0188954,19.9130781,4.2595724
793.2321953,-72.8197778,-284.620638,1.6624385,-0.01762,20.3359901,4.4547149
795.2302613,-74.8129979,-284.7692778,1.6284241,-0.0164166,20.7690664,4.6490332
797.2283273,-76.8090642,-284.8524176,1.5968223,-0.0152205,21.211607,4.8706186
799.2263933,-78.80645,-284.874832,1.5676108,-0.0140265,21.6655465,5.0066276
801.2244593,-80.8047756,-284.8412384,1.5407556,-0.0128473,22.1224558,4.9941231
803.2225253,-82.800773,-284.7563943,1.5162652,-0.0116736,22.5690103,4.9816499
805.2205912,-84.7941654,-284.6250316,1.4941076,-0.0105084,23.0058157,4.9692078
807.2186572,-86.7852024,-284.451713,1.4741674,-0.0094639,23.4334198,4.9567968
809.2167232,-88.771717,-284.2408678,1.4562672,-0.008497,23.8523202,4.9444168
811.2147892,-90.7545268,-283.9962806,1.4401423,-0.0076425,24.2629702,4.9320677
813.2128552,-92.7336252,-283.7212283,1.4253946,-0.0071959,24.6657843,4.9197494
815.2109212,-94.70825,-283.4178012,1.4113764,-0.0068376,25.0611429,4.9074619
817.2089871,-96.6787597,-283.0873914,1.3980716,-0.0064801,25.4493958,4.8952052
819.2070531,-98.6449191,-282.731451,1.3854273,-0.0061906,25.8308659,4.882979
821.2051191,-100.6064173,-282.351238,1.3733257,-0.0059301,26.2058517,4.8707833
823.2031851,-102.5633046,-281.9477957,1.3617119,-0.0056951,26.5746299,4.8586182
825.2012511,-104.5155522,-281.5220882,1.3505543,-0.0054765,26.9374578,4.8464834
827.1993171,-106.4628952,-281.0750737,1.3398255,-0.0052641,27.294575,4.8343789
829.197383,-108.4054909,-280.6075858,1.3295153,-0.005056,27.6462048,4.8223046
831.195449,-110.3433303,-280.1204812,1.3196215,-0.0048467,27.9925562,4.8102605
833.193515,-112.2762354,-279.6146665,1.3101471,-0.0046374,28.333825,4.7982465
835.191581,-114.2044401,-279.0909448,1.3010894,-0.004429,28.6701947,4.7862625
837.189647,-116.1279823,-278.5501667,1.2924478,-0.0042209,29.0018379,4.7743084
839.187713,-118.0467816,-277.9932184,1.2842219,-0.0040132,29.3289169,4.7623841
841.1857789,-119.9611275,-277.4208799,1.2764104,-0.0038058,29.6515848,4.7504897
843.1838449,-121.8711016,-276.8339896,1.2690129,-0.0035988,29.9699861,4.738625
845.1819109,-123.7766988,-276.2334146,1.2620292,-0.003392,30.2842573,4.7267899
847.1799769,-125.6782594,-275.6199135,1.255458,-0.0031855,30.5945275,4.7149843
849.1780429,-127.5759035,-274.9943126,1.2492991,-0.0029793,30.9009193,4.7032082
851.1761089,-129.4696881,-274.357461,1.2435525,-0.0027732,31.2035487,4.6914616
853.1741748,-131.3599943,-273.7100984,1.238217,-0.0025674,31.5025261,4.6797443
855.1722408,-133.2469749,-273.0530402,1.2332925,-0.0023618,31.7979564,4.6680562
857.1703068,-135.1307362,-272.3871192,1.2287789,-0.0021563,32.0899392,4.6563974
859.1683728,-137.011692,-271.7130591,1.2246754,-0.0019511,32.3785697,4.6447676
861.1664388,-138.8900207,-271.0316657,1.2209818,-0.001746,32.6639385,4.6331669
863.1645048,-140.7658659,-270.3437584,1.2176981,-0.001541,32.9461322,4.6215952
865.1625707,-142.6396664,-269.6500479,1.2148233,-0.0013365,33.2252334,4.6100524
867.1606367,-144.5116236,-268.9513302,1.2123575,-0.0011315,33.501321,4.5985384
869.1587027,-146.3818948,-268.2484202,1.2103014,-0.0009278,33.7744708,4.5870532
871.1567687,-148.2509426,-267.5420101,1.2086448,-0.0007304,34.044755,4.5755967
873.1548347,-150.1189356,-266.8328837,1.2073872,-0.0005264,34.3122432,4.5641687
875.1529007,-151.9861345,-266.1218105,1.2065378,-0.0003434,34.5770018,4.5527693
877.1509666,-153.8528828,-265.4093901,1.2059261,-0.000269,34.8390947,4.5413984
879.1490326,-155.7192429,-264.6959572,1.2054397,-0.0002289,35.0985833,4.5300559
881.1470986,-157.5852599,-263.9816758,1.2050061,-0.0002048,35.3555265,4.5187417
883.1451646,-159.4510053,-263.2666235,1.2046223,-0.0001793,35.6099809,4.5074558
885.1432306,-161.3164999,-262.5508995,1.204287,-0.0001576,35.8620012,4.496198
887.1412966,-163.1817317,-261.834602,1.2039914,-0.0001403,36.1116398,4.4793864
889.1393625,-165.0467897,-261.1177659,1.2037169,-0.0001345,36.3586406,4.4558488
891.1374285,-166.9116469,-260.4004379,1.203467,-0.0001094,36.6026899,4.4325174
893.1354945,-168.7763371,-259.6827071,1.2032825,-7.61E-05,36.8438574,4.4093885
895.1335605,-170.6409315,-258.9646849,1.2031586,-4.8E-05,37.0822104,4.386458
897.1316265,-172.5054546,-258.2464821,1.2030848,-2.89E-05,37.3178134,4.3637223
899.1296925,-174.3699375,-257.5281707,1.2030414,-1.57E-05,37.5507284,4.3411778
901.1277584,-176.2343973,-256.8097979,1.2030165,-9.2E-06,37.7810154,4.318821
903.1258244,-178.0988434,-256.0913904,1.2030037,-3.9E-06,38.0087319,4.2966486
905.1238904,-179.9632826,-255.3729687,1.2030006,9E-07,38.2339336,4.2746573
907.1219564,-181.8277244,-254.6545497,1.2030072,5.7E-06,38.456674,4.2528439
909.1200224,-183.6921746,-253.9361519,1.2030234,1.06E-05,38.6770048,4.2312056
911.1180884,-185.5566386,-253.217794,1.2030493,1.54E-05,38.8949759,4.2097392
913.1161543,-187.4211258,-252.4994929,1.2030849,2.02E-05,39.1106357,4.1884421
915.1142203,-189.2856422,-251.7812671,1.2031302,2.51E-05,39.3240308,4.1673113
917.1122863,-191.1501933,-251.0631352,1.2031851,2.99E-05,39.5352061,4.1463444
919.1103523,-193.0147885,-250.3451143,1.2032497,3.47E-05,39.7442054,4.1255386
921.1084183,-194.8794335,-249.6272228,1.203324,3.96E-05,39.9510708,4.1048914
923.1064843,-196.7441342,-248.9094792,1.2034079,4.44E-05,40.1558432,4.0882966
925.1045502,-198.6088997,-248.1919008,1.2035015,4.93E-05,40.3587551,4.0730129
927.1026162,-200.4737359,-247.4745058,1.2036047,5.41E-05,40.5598991,4.0578116
929.1006822,-202.3386484,-246.7573129,1.2037177,5.89E-05,40.7593053,4.0426918
931.0987482,-204.2036465,-246.0403392,1.2038403,6.38E-05,40.957003,4.0276524
933.0968142,-206.0687359,-245.3236032,1.2039725,6.86E-05,41.1530209,4.0126925
935.0948802,-207.9339226,-244.6071232,1.2041144,7.34E-05,41.3473865,3.9978114
937.0929461,-209.7992154,-243.8909164,1.204266,7.83E-05,41.5401271,3.983008
939.0910121,-211.6646198,-243.1750017,1.2044273,8.31E-05,41.7312686,3.9682815
941.0890781,-213.5301425,-242.459397,1.2045981,8.78E-05,41.9208368,3.9536312
943.0871441,-215.3957919,-241.7441193,1.2047785,9.28E-05,42.1088564,3.9390562
945.0852101,-217.2615758,-241.0291868,1.2049689,9.8E-05,42.2953517,3.9245557
947.0832761,-219.1274958,-240.3146209,1.2051699,0.0001026,42.4803463,3.910129
949.081342,-220.9935645,-239.600435,1.2053759,0.0001036,42.6638631,-0.147356
951.079408,-222.859779,-238.8866347,1.2055809,0.0001001,42.6569614,-12.935112
953.077474,-224.7261324,-238.1732088,1.2057753,9.61E-05,42.0467115,-12.8983578
955.07554,-226.5926265,-237.4601446,1.2059728,0.0001016,41.4292458,-12.8647384
957.073606,-228.459261,-236.7474604,1.2061803,0.0001056,40.8040833,-12.8338459
959.071672,-230.3260558,-236.0351663,1.2063945,0.0001083,40.170729,-12.8083538
961.0697379,-232.1929973,-235.3232773,1.2066103,0.0001077,39.5285163,-12.7828128
963.0678039,-234.0600924,-234.6117896,1.2068248,0.0001071,38.8770085,-12.7572513
965.0658699,-235.9273467,-233.9006988,1.2070381,0.0001065,38.2157315,-12.7317113
967.0639359,-237.7947445,-233.1900081,1.2072503,0.0001059,37.5441678,-12.7061603
969.0620019,-239.6622937,-232.4797123,1.2074613,0.0001053,36.8617558,-12.6799002
971.0600679,-241.5299975,-231.7698074,1.2076712,0.0001052,36.1679207,-12.6501921
973.0581338,-243.397842,-231.0602999,1.2078842,0.000108,35.4621862,-12.613544
975.0561998,-245.2658232,-230.3512035,1.2081067,0.0001167,34.7442263,-12.5974562
977.0542658,-247.1340056,-229.6425291,1.2083486,0.0001085,34.0120591,-12.5976377
979.0523318,-249.0022933,-228.9342251,1.2084516,-5.4E-06,33.2637692,-12.5066132
981.0503978,-250.8705692,-228.2258943,1.2083097,-0.0001455,32.50385,-12.2869254
983.0484638,-252.7386883,-227.517,1.2078592,-0.0003402,31.7395666,-11.8751174
985.0465297,-254.6062325,-226.80676,1.2067649,-0.0007551,30.9829881,-10.9878381
987.0445957,-256.4725551,-226.0935882,1.2044749,-0.0017299,30.2660982,-9.9599425
989.0426617,-258.3365387,-225.373894,1.1997597,-0.0029532,29.6012746,-9.2189669
991.0407277,-260.1960875,-224.6433962,1.1928742,-0.0039381,28.9723187,-8.6671044
993.0387937,-262.0497833,-223.8983582,1.1841264,-0.0047665,28.3682984,-8.2229648
995.0368597,-263.8968715,-223.1354716,1.1738555,-0.0055182,27.7830939,-7.7865889
997.0349256,-265.7349155,-222.3524641,1.1620372,-0.0063128,27.2173486,-7.3926608
999.0329916,-267.5630638,-221.5462825,1.148633,-0.0071029,26.6691211,-7.0340738
1001.0310576,-269.3798776,-220.7141029,1.1336516,-0.0078943,26.1368118,-6.6905659
1003.0291236,-271.1829242,-219.8535523,1.117061,-0.0087138,25.6202371,-6.392584
1005.0271896,-272.9708774,-218.961668,1.0988441,-0.0095137,25.1167462,-6.1261999
1007.0252556,-274.7417234,-218.0358668,1.079039,-0.0103118,24.6245779,-5.8751692
1009.0233215,-276.4928353,-217.0739213,1.0576167,-0.0111327,24.143154,-5.566645
1011.0213875,-278.2221156,-216.0732299,1.0344666,-0.0120999,23.6779821,-5.2255769
1013.0194535,-279.9268979,-215.0308915,1.0092212,-0.0131757,23.2328376,-4.8491599
1015.0175195,-281.6033768,-213.9441421,0.9817105,-0.0143664,22.8119893,-4.5047831
1017.0155855,-283.2481119,-212.80963,0.9518172,-0.0155443,22.4139499,-4.1846946
1019.0136515,-284.8568073,-211.6245944,0.9195882,-0.016717,22.037753,-3.875002
1021.0117174,-286.4249744,-210.3865351,0.885004,-0.0179057,21.6835776,-3.5682434
1023.0097834,-287.9478933,-209.0931291,0.8480167,-0.019119,21.352245,-3.2577504
1025.0078494,-289.420145,-207.7426314,0.8085767,-0.0203637,21.0451887,-3.0205157
1027.0059154,-290.8364908,-206.3332634,0.7667907,-0.0214673,20.7564349,-2.829723
1029.0039814,-292.1910725,-204.8644924,0.7228227,-0.0224839,20.4822274,-2.6691366
1031.0020473,-293.4780328,-203.3367143,0.6769565,-0.0234469,20.2201736,-2.494803
1033.0001133,-294.6925578,-201.7496435,0.6291029,-0.0244544,19.972127,-2.287446
1034.9981793,-295.8278258,-200.1054884,0.5791599,-0.0255453,19.7419584,-2.0369995
1036.9962453,-296.8772603,-198.4062779,0.5269668,-0.0267332,19.5347076,-1.7510815
1038.9943113,-297.8352679,-196.6519916,0.4722978,-0.0279841,19.3547733,-1.4250889
1040.9923773,-298.693271,-194.8477486,0.4150562,-0.0292901,19.2070926,-1.0554357
1042.9904432,-299.4438548,-192.9974477,0.3552396,-0.0306352,19.0969826,-0.7195533
1044.9885092,-300.0806648,-191.1027161,0.2928429,-0.031802,19.0215487,-0.4300449
1046.9865752,-300.5954827,-189.1727526,0.2281966,-0.0327548,18.9763221,-0.2245023
1048.9846412,-300.9829319,-187.2139323,0.1621393,-0.0334072,18.9526689,-0.2245023
1050.9827072,-301.2402749,-185.2330322,0.0967023,-0.0320446,18.9289862,0.294283
1052.9807732,-301.3702876,-183.2402956,0.0339307,-0.0310554,18.960024,0.6114569
1054.9788391,-301.3763831,-181.241686,-0.0276776,-0.030592,19.0243521,0.701749
1056.9769051,-301.2606866,-179.2483127,-0.0880353,-0.029877,19.0979123,0.8750114
1058.9749711,-301.0261916,-177.2643657,-0.1469647,-0.0289767,19.1892396,1.0998741
1060.9730371,-300.6770845,-175.2962482,-0.2037811,-0.027879,19.3034235,1.3787694
1062.9711031,-300.2195063,-173.352458,-0.2581956,-0.0266328,19.445614,1.6929663
1064.9691691,-299.6588732,-171.4347578,-0.3102706,-0.0255052,19.6187976,1.9425626
1066.967235,-299.0010041,-169.5474612,-0.3601962,-0.0244636,19.8156493,2.1487022
1068.965301,-298.2522431,-167.6959723,-0.4080891,-0.0235035,20.0311371,2.318538
1070.963367,-297.4170173,-165.8808877,-0.4541538,-0.0226159,20.2610868,2.4593361
1072.961433,-296.5004172,-164.1050208,-0.4985325,-0.0218067,20.5021821,2.5710667
1074.959499,-295.5077889,-162.37163,-0.5413596,-0.0210783,20.7512359,2.6542612
1076.957565,-294.4427871,-160.6811508,-0.5827856,-0.0203925,21.005251,2.7266268
1078.9556309,-293.3096308,-159.0352348,-0.6228839,-0.0197448,21.263032,2.7904549
1080.9536969,-292.1127951,-157.435751,-0.6616774,-0.0190963,21.5236511,2.863744
1082.9517629,-290.8555484,-155.8827754,-0.6992183,-0.0184765,21.787874,2.9323077
1084.9498289,-289.541844,-154.3772843,-0.7355283,-0.0178723,22.0551432,3.0023503
1086.9478949,-288.1753337,-152.9197732,-0.770646,-0.0172831,22.3254817,3.074103
1088.9459609,-286.7592121,-151.510222,-0.804612,-0.0167154,22.5989304,3.1440622
1090.9440268,-285.2968624,-150.1488012,-0.8374554,-0.016164,22.8752211,3.2147064
1092.9420928,-283.7912298,-148.8352449,-0.8692149,-0.0156265,23.1543113,3.2871926
1094.9401588,-282.2453725,-147.5693824,-0.8999159,-0.0151038,23.436258,3.3608443
1096.9382248,-280.6620845,-146.3507912,-0.9295769,-0.0145899,23.7210574,3.4387731
1098.9362908,-279.0437173,-145.1787566,-0.9583048,-0.0141803,24.0089641,3.4657963
1100.9343568,-277.3930406,-144.0532156,-0.9862656,-0.0138322,24.2956814,3.4661862
1102.9324227,-275.7118331,-142.9737076,-1.013629,-0.0135591,24.5790861,3.4309568
1104.9304887,-274.0019408,-141.9400237,-1.0403232,-0.0131263,24.8564283,3.5038854
1106.9285547,-272.2656345,-140.951597,-1.0660854,-0.0126884,25.1365077,3.5879867
1108.9266207,-270.5047423,-140.007496,-1.0911018,-0.0123542,25.4201118,3.6131009
1110.9246867,-268.7209173,-139.1070723,-1.1154727,-0.0120428,25.702539,3.6314118
1112.9227527,-266.9161916,-138.2499509,-1.1392348,-0.0117391,25.9833045,3.6526189
1114.9208186,-265.091756,-137.4353356,-1.1623669,-0.0114161,26.2626819,3.6949403
1116.9188846,-263.2490966,-136.6625035,-1.1848703,-0.0111121,26.5423045,3.7312806
1118.9169506,-261.3900179,-135.9308841,-1.2067762,-0.0108158,26.8217192,3.7694302
1120.9150166,-259.5153542,-135.2395274,-1.2280866,-0.0105154,27.1010657,3.8177259
1122.9130826,-257.6264935,-134.5876835,-1.2488047,-0.0102227,27.3810865,3.8672373
1124.9111486,-255.7250403,-133.9746598,-1.2689396,-0.0099344,27.661849,3.9201565
1126.9092145,-253.8115203,-133.399415,-1.2885048,-0.0096493,27.9435744,3.9773663
1128.9072805,-251.8872231,-132.8611589,-1.3075042,-0.009368,28.2265377,4.0381924
1130.9053465,-249.9535138,-132.3590981,-1.3259413,-0.0090899,28.5109555,4.1029689
1132.9034125,-248.0106972,-131.8921662,-1.3438325,-0.0088181,28.7970586,4.1691552
1134.9014785,-246.0599384,-131.4595356,-1.3611852,-0.0085518,29.0848944,4.2370195
1136.8995445,-244.1024079,-131.0603671,-1.3780049,-0.0082756,29.3745259,4.3200406
1138.8976104,-242.1382267,-130.6935296,-1.3942017,-0.007936,29.6669213,4.4652117
1140.8956764,-240.1684729,-130.3578698,-1.4096897,-0.0075511,29.9661442,4.658109
1142.8937424,-238.1941792,-130.0520103,-1.42437,-0.0071483,30.2751419,4.7271349
1144.8918084,-236.2154093,-129.7743445,-1.4382707,-0.006765,30.5855271,4.7153285
1146.8898744,-234.233079,-129.5234517,-1.4514023,-0.0063771,30.8920304,4.7035515
1148.8879404,-232.2480152,-129.2978702,-1.4637523,-0.0059867,31.1947681,4.691804
1150.8860063,-230.2600971,-129.0960193,-1.4753271,-0.0055986,31.4938506,4.6800859
1152.8840723,-228.2700698,-128.9164206,-1.4861246,-0.0052087,31.7893829,4.668397
1154.8821383,-226.2785139,-128.7575595,-1.4961405,-0.0048195,32.081465,4.6567373
1156.8802043,-224.285296,-128.6178718,-1.5053913,-0.0044396,32.370192,4.6451067
1158.8782703,-222.2911087,-128.4958843,-1.5138871,-0.0040674,32.6556548,-4.159259
1160.8763363,-220.2959886,-128.3901011,-1.5216201,-0.0035821,32.4001674,-8.8826862
1162.8744022,-218.3001479,-128.2983847,-1.5278057,-0.0026097,31.8476759,-9.9789274
1164.8724682,-216.3040105,-128.2170899,-1.5320653,-0.0016625,31.2153383,-10.9852032
1166.8705342,-214.3070637,-128.1424069,-1.5344506,-0.0007065,30.5040821,-11.9240595
1168.8686002,-212.3104021,-128.070517,-1.5348139,0.0003418,29.7127735,-11.2769625
1170.8666662,-210.3138369,-127.9972337,-1.5330166,0.001488,28.9445104,-10.3710444
1172.8647322,-208.31702,-127.9179943,-1.5288576,0.0026706,28.2195078,-9.5674146
1174.8627981,-206.3210505,-127.8281264,-1.5223592,0.0038338,27.5337605,-8.8410022
1176.8608641,-204.325836,-127.7229735,-1.5135388,0.0049956,26.8845338,-8.1826789
1178.8589301,-202.3314794,-127.5978922,-1.5023963,0.0061567,26.2693565,-7.5819273
1180.8569961,-200.339084,-127.4483052,-1.4889318,0.0073213,25.6861968,-7.0359599
1182.8550621,-198.3490317,-127.2695856,-1.4731414,0.0084837,25.1329283,-6.5360403
1184.8531281,-196.3621838,-127.0571451,-1.4550259,0.0096482,24.6078281,-6.0756611
1186.851194,-194.3799347,-126.806459,-1.4345821,0.0108171,24.10946,-5.6519632
1188.84926,-192.4034713,-126.5129759,-1.4117974,0.0119876,23.6364141,-5.2580013
1190.847326,-190.4347259,-126.1722563,-1.3866687,0.0131643,23.1876778,-4.8929869
1192.845392,-188.4755191,-125.7798561,-1.3591921,0.014342,22.762148,-4.5494988
1194.843458,-186.5282468,-125.3314465,-1.3293458,0.0155279,22.3592259,-4.2266034
1196.841524,-184.596305,-124.822964,-1.2971256,0.0167175,21.9782829,-3.9545815
1198.8395899,-182.6819829,-124.2501502,-1.2625999,0.017844,21.6157787,-3.7416444
1200.8376559,-180.7892004,-123.6094452,-1.2258662,0.018884,21.2671057,-3.5509376
1202.8357219,-178.9226354,-122.8980492,-1.187123,0.0199107,20.930833,-3.3582266
1204.8337879,-177.0851494,-122.1126733,-1.1462803,0.0209739,20.607762,-3.1666934
1206.8318539,-175.2822895,-121.2510321,-1.1032774,0.0220637,20.298407,-2.9420416
1208.8299199,-173.5199862,-120.3112122,-1.0580842,0.0232547,20.0067124,-2.543046
1210.8279858,-171.8026075,-119.2899631,-1.0100101,0.024867,19.7511061,-1.9072539
1212.8260518,-170.1383359,-118.1846622,-0.9583545,0.0270123,19.5572124,-1.1544206
1214.8241178,-168.5364907,-116.991437,-0.9019775,0.0293268,19.438913,-0.5351764
1216.8221838,-167.0067989,-115.7063602,-0.8415879,0.0311382,19.3838258,-0.2803102
1218.8202498,-165.5598559,-114.3290214,-0.7782768,0.0319098,19.3549101,-0.2335495
1220.8183158,-164.2036926,-112.8623955,-0.7142011,0.0321131,19.3307851,-0.2335495
1222.8163817,-162.9440723,-111.3118383,-0.6503782,0.0317909,19.3066299,-0.0828895
1224.8144477,-161.7853724,-109.6844695,-0.5872602,0.0313447,19.2980496,0.0940154
1226.8125137,-160.730804,-107.9877019,-0.5250585,0.0309172,19.3077813,0.2413696
1228.8105797,-159.7830171,-106.2290915,-0.4636997,0.0305195,19.3327433,0.3596025
1230.8086457,-158.944214,-104.4160178,-0.403033,0.0302218,19.369873,0.426518
1232.8067117,-158.2163625,-102.5555543,-0.3428541,0.0300653,19.4138199,0.4329404
1234.8047776,-157.6015898,-100.6547146,-0.28273,0.0301351,19.458327,0.3534157
1236.8028436,-157.102362,-98.7203487,-0.2223514,0.0303226,19.4945835,0.2386988
1238.8009096,-156.7212022,-96.7592405,-0.1614807,0.0306229,19.5190332,0.094787
1240.7989756,-156.4607223,-94.7785317,-0.0998958,0.0310422,19.5287337,-0.0769717
1242.7970416,-156.3234435,-92.7854657,-0.0375541,0.0313383,19.5208568,-0.1800542
